"plate.name","well","value"
"PeleGHPlate13","G02","P14.1_4"
"PeleGHPlate13","G03","P14.1_3"
"PeleGHPlate13","G04","P5.12_3"
"PeleGHPlate13","G05","P20.1_2"
"PeleGHPlate13","G06","P45.22_4"
"PeleGHPlate13","G07","P51.14_2"
"PeleGHPlate13","G08","EMPTY"
"PeleGHPlate13","G09","EMPTY"
"PeleGHPlate13","G10","EMPTY"
"PeleGHPlate13","G11","EMPTY"
"PeleGHPlate13","G12","EMPTY"
"PeleGHPlate13","H01","P51.14_1"
"PeleGHPlate13","H02","P9.5_2"
"PeleGHPlate13","H03","P51.14_4"
"PeleGHPlate13","H04","P45.2xA4_2"
"PeleGHPlate13","H05","P1.3_3"
"PeleGHPlate13","H06","P24.3_1"
"PeleGHPlate13","H07","EMPTY"
"PeleGHPlate13","H08","EMPTY"
"PeleGHPlate13","H09","EMPTY"
"PeleGHPlate13","H10","EMPTY"
"PeleGHPlate13","H11","EMPTY"
"PeleGHPlate13","H12","EMPTY"
"Pscabrum_SAf2012_Plate1","A01","K100"
"Pscabrum_SAf2012_Plate1","A02","K15"
"Pscabrum_SAf2012_Plate1","A03","K14"
"Pscabrum_SAf2012_Plate1","A04","VR5"
"Pscabrum_SAf2012_Plate1","A05","VR13"
"Pscabrum_SAf2012_Plate1","A06","VR22"
"Pscabrum_SAf2012_Plate1","A07","VR32"
"Pscabrum_SAf2012_Plate1","A08","VR37"
"Pscabrum_SAf2012_Plate1","A09","VR45"
"Pscabrum_SAf2012_Plate1","A10","VR53"
"Pscabrum_SAf2012_Plate1","A11","291_6"
"Pscabrum_SAf2012_Plate1","A12","294_6"
"Pscabrum_SAf2012_Plate1","B01","K3"
"Pscabrum_SAf2012_Plate1","B02","K19"
"Pscabrum_SAf2012_Plate1","B03","K16"
"Pscabrum_SAf2012_Plate1","B04","VR6"
"Pscabrum_SAf2012_Plate1","B05","VR15"
"Pscabrum_SAf2012_Plate1","B06","VR23"
"Pscabrum_SAf2012_Plate1","B07","VR35"
"Pscabrum_SAf2012_Plate1","B08","VR38"
"Pscabrum_SAf2012_Plate1","B09","VR46"
"Pscabrum_SAf2012_Plate1","B10","VR54"
"Pscabrum_SAf2012_Plate1","B11","291_7"
"Pscabrum_SAf2012_Plate1","B12","294_7"
"Pscabrum_SAf2012_Plate1","C01","K6"
"Pscabrum_SAf2012_Plate1","C02","K1"
"Pscabrum_SAf2012_Plate1","C03","K17"
"Pscabrum_SAf2012_Plate1","C04","VR7"
"Pscabrum_SAf2012_Plate1","C05","VR16"
"Pscabrum_SAf2012_Plate1","C06","VR24"
"Pscabrum_SAf2012_Plate1","C07","VR14"
"Pscabrum_SAf2012_Plate1","C08","VR39"
"Pscabrum_SAf2012_Plate1","C09","VR47"
"Pscabrum_SAf2012_Plate1","C10","VR55"
"Pscabrum_SAf2012_Plate1","C11","291_8"
"Pscabrum_SAf2012_Plate1","C12","294_8"
"Pscabrum_SAf2012_Plate1","D01","K7"
"Pscabrum_SAf2012_Plate1","D02","K2"
"Pscabrum_SAf2012_Plate1","D03","K18"
"Pscabrum_SAf2012_Plate1","D04","VR8"
"Pscabrum_SAf2012_Plate1","D05","VR17"
"Pscabrum_SAf2012_Plate1","D06","VR25"
"Pscabrum_SAf2012_Plate1","D07","VR28"
"Pscabrum_SAf2012_Plate1","D08","VR40"
"Pscabrum_SAf2012_Plate1","D09","VR48"
"Pscabrum_SAf2012_Plate1","D10","291_1"
"Pscabrum_SAf2012_Plate1","D11","294_1"
"Pscabrum_SAf2012_Plate1","D12","297_1"
"Pscabrum_SAf2012_Plate1","E01","K8"
"Pscabrum_SAf2012_Plate1","E02","K4"
"Pscabrum_SAf2012_Plate1","E03","VR1"
"Pscabrum_SAf2012_Plate1","E04","VR9"
"Pscabrum_SAf2012_Plate1","E05","VR18"
"Pscabrum_SAf2012_Plate1","E06","VR26"
"Pscabrum_SAf2012_Plate1","E07","VR30"
"Pscabrum_SAf2012_Plate1","E08","VR41"
"Pscabrum_SAf2012_Plate1","E09","VR49"
"Pscabrum_SAf2012_Plate1","E10","291_2"
"Pscabrum_SAf2012_Plate1","E11","294_2"
"Pscabrum_SAf2012_Plate1","E12","297_2"
"Pscabrum_SAf2012_Plate1","F01","K10"
"Pscabrum_SAf2012_Plate1","F02","K5"
"Pscabrum_SAf2012_Plate1","F03","VR2"
"Pscabrum_SAf2012_Plate1","F04","VR10"
"Pscabrum_SAf2012_Plate1","F05","VR19"
"Pscabrum_SAf2012_Plate1","F06","VR27"
"Pscabrum_SAf2012_Plate1","F07","VR33"
"Pscabrum_SAf2012_Plate1","F08","VR42"
"Pscabrum_SAf2012_Plate1","F09","VR50"
"Pscabrum_SAf2012_Plate1","F10","291_3"
"Pscabrum_SAf2012_Plate1","F11","294_3"
"Pscabrum_SAf2012_Plate1","F12","297_3"
"Pscabrum_SAf2012_Plate1","G01","K12"
"Pscabrum_SAf2012_Plate1","G02","K9"
"Pscabrum_SAf2012_Plate1","G03","VR3"
"Pscabrum_SAf2012_Plate1","G04","VR11"
"Pscabrum_SAf2012_Plate1","G05","VR20"
"Pscabrum_SAf2012_Plate1","G06","VR29"
"Pscabrum_SAf2012_Plate1","G07","VR34"
"Pscabrum_SAf2012_Plate1","G08","VR43"
"Pscabrum_SAf2012_Plate1","G09","VR51"
"Pscabrum_SAf2012_Plate1","G10","291_4"
"Pscabrum_SAf2012_Plate1","G11","294_4"
"Pscabrum_SAf2012_Plate1","G12","dasklip1"
"Pscabrum_SAf2012_Plate1","H01","K13"
"Pscabrum_SAf2012_Plate1","H02","K11"
"Pscabrum_SAf2012_Plate1","H03","VR4"
"Pscabrum_SAf2012_Plate1","H04","VR12"
"Pscabrum_SAf2012_Plate1","H05","VR21"
"Pscabrum_SAf2012_Plate1","H06","VR31"
"Pscabrum_SAf2012_Plate1","H07","VR36"
"Pscabrum_SAf2012_Plate1","H08","VR44"
"Pscabrum_SAf2012_Plate1","H09","VR52"
"Pscabrum_SAf2012_Plate1","H10","291_5"
"Pscabrum_SAf2012_Plate1","H11","294_5"
"Pscabrum_SAf2012_Plate1","H12","dasklip2"
"Pscabrum_SAf2012_Plate2","A01","HB1"
"Pscabrum_SAf2012_Plate2","A02","HB9"
"Pscabrum_SAf2012_Plate2","A03","HB17"
"Pscabrum_SAf2012_Plate2","A04","HB27"
"Pscabrum_SAf2012_Plate2","A05","HB37"
"Pscabrum_SAf2012_Plate2","A06","HB45"
"Pscabrum_SAf2012_Plate2","A07","H11"
"Pscabrum_SAf2012_Plate2","A08","H19"
"Pscabrum_SAf2012_Plate2","A09","H9"
"Pscabrum_SAf2012_Plate2","A10","SEW2"
"Pscabrum_SAf2012_Plate2","A11","SEW8"
"Pscabrum_SAf2012_Plate2","A12","SEW15"
"Pscabrum_SAf2012_Plate2","B01","HB2"
"Pscabrum_SAf2012_Plate2","B02","HB10"
"Pscabrum_SAf2012_Plate2","B03","HB18"
"Pscabrum_SAf2012_Plate2","B04","HB28"
"Pscabrum_SAf2012_Plate2","B05","HB38"
"Pscabrum_SAf2012_Plate2","B06","HB46"
"Pscabrum_SAf2012_Plate2","B07","H12"
"Pscabrum_SAf2012_Plate2","B08","H2"
"Pscabrum_SAf2012_Plate2","B09","HB23"
"Pscabrum_SAf2012_Plate2","B10","SEWUSE2"
"Pscabrum_SAf2012_Plate2","B11","SEW9_A"
"Pscabrum_SAf2012_Plate2","B12","SEW16"
"Pscabrum_SAf2012_Plate2","C01","HB3"
"Pscabrum_SAf2012_Plate2","C02","HB11"
"Pscabrum_SAf2012_Plate2","C03","HB20"
"Pscabrum_SAf2012_Plate2","C04","HB29"
"Pscabrum_SAf2012_Plate2","C05","HB39"
"Pscabrum_SAf2012_Plate2","C06","HB47"
"Pscabrum_SAf2012_Plate2","C07","H13"
"Pscabrum_SAf2012_Plate2","C08","H3"
"Pscabrum_SAf2012_Plate2","C09","SEW3A"
"Pscabrum_SAf2012_Plate2","C10","SEWUSE4"
"Pscabrum_SAf2012_Plate2","C11","SEW9"
"Pscabrum_SAf2012_Plate2","C12","SEW17"
"Pscabrum_SAf2012_Plate2","D01","HB4"
"Pscabrum_SAf2012_Plate2","D02","HB12"
"Pscabrum_SAf2012_Plate2","D03","HB21"
"Pscabrum_SAf2012_Plate2","D04","HB30"
"Pscabrum_SAf2012_Plate2","D05","HB40"
"Pscabrum_SAf2012_Plate2","D06","HB48"
"Pscabrum_SAf2012_Plate2","D07","H1"
"Pscabrum_SAf2012_Plate2","D08","H35"
"Pscabrum_SAf2012_Plate2","D09","M1"
"Pscabrum_SAf2012_Plate2","D10","SEW4"
"Pscabrum_SAf2012_Plate2","D11","SEW10"
"Pscabrum_SAf2012_Plate2","D12","SEW18"
"Pscabrum_SAf2012_Plate2","E01","HB5"
"Pscabrum_SAf2012_Plate2","E02","HB13"
"Pscabrum_SAf2012_Plate2","E03","HB22"
"Pscabrum_SAf2012_Plate2","E04","HB31"
"Pscabrum_SAf2012_Plate2","E05","HB41"
"Pscabrum_SAf2012_Plate2","E06","HB49"
"Pscabrum_SAf2012_Plate2","E07","H15"
"Pscabrum_SAf2012_Plate2","E08","H36"
"Pscabrum_SAf2012_Plate2","E09","SEWUSE3"
"Pscabrum_SAf2012_Plate2","E10","SEW5"
"Pscabrum_SAf2012_Plate2","E11","SEW11"
"Pscabrum_SAf2012_Plate2","E12","SEW19"
"Pscabrum_SAf2012_Plate2","F01","HB6"
"Pscabrum_SAf2012_Plate2","F02","HB14"
"Pscabrum_SAf2012_Plate2","F03","HB24"
"Pscabrum_SAf2012_Plate2","F04","HB32"
"Pscabrum_SAf2012_Plate2","F05","HB42"
"Pscabrum_SAf2012_Plate2","F06","HB50"
"Pscabrum_SAf2012_Plate2","F07","H16"
"Pscabrum_SAf2012_Plate2","F08","H5"
"Pscabrum_SAf2012_Plate2","F09","SEWUSE1"
"Pscabrum_SAf2012_Plate2","F10","SEW6"
"Pscabrum_SAf2012_Plate2","F11","SEW12"
"Pscabrum_SAf2012_Plate2","F12","SEWINT1"
"Pscabrum_SAf2012_Plate2","G01","HB7"
"Pscabrum_SAf2012_Plate2","G02","HB15"
"Pscabrum_SAf2012_Plate2","G03","HB25"
"Pscabrum_SAf2012_Plate2","G04","HB33"
"Pscabrum_SAf2012_Plate2","G05","HB43"
"Pscabrum_SAf2012_Plate2","G06","H14"
"Pscabrum_SAf2012_Plate2","G07","H17"
"Pscabrum_SAf2012_Plate2","G08","H7"
"Pscabrum_SAf2012_Plate2","G09","SEW1"
"Pscabrum_SAf2012_Plate2","G10","SEW7"
"Pscabrum_SAf2012_Plate2","G11","SEW13"
"Pscabrum_SAf2012_Plate2","G12","SPB"
"Pscabrum_SAf2012_Plate2","H01","HB8"
"Pscabrum_SAf2012_Plate2","H02","HB16"
"Pscabrum_SAf2012_Plate2","H03","HB26"
"Pscabrum_SAf2012_Plate2","H04","HB34"
"Pscabrum_SAf2012_Plate2","H05","HB44"
"Pscabrum_SAf2012_Plate2","H06","H10"
"Pscabrum_SAf2012_Plate2","H07","H18"
"Pscabrum_SAf2012_Plate2","H08","H8"
"Pscabrum_SAf2012_Plate2","H09","SEW3"
"Pscabrum_SAf2012_Plate2","H10","SEWINT2"
"Pscabrum_SAf2012_Plate2","H11","SEW14"
"Pscabrum_SAf2012_Plate2","H12","160A_7"
"Pscabrum_SAf2012_Plate3","A01","SPPA"
"Pscabrum_SAf2012_Plate3","A02","SW4"
"Pscabrum_SAf2012_Plate3","A03","SB10"
"Pscabrum_SAf2012_Plate3","A04","1005_C"
"Pscabrum_SAf2012_Plate3","A05","EZ6"
"Pscabrum_SAf2012_Plate3","A06","EZ20"
"Pscabrum_SAf2012_Plate3","A07","NR3"
"Pscabrum_SAf2012_Plate3","A08","NR11"
"Pscabrum_SAf2012_Plate3","A09","N3"
"Pscabrum_SAf2012_Plate3","A10","AU15"
"Pscabrum_SAf2012_Plate3","A11","AU29"
"Pscabrum_SAf2012_Plate3","A12","AU13"
"Pscabrum_SAf2012_Plate3","B01","SPPB"
"Pscabrum_SAf2012_Plate3","B02","SB7"
"Pscabrum_SAf2012_Plate3","B03","SB12"
"Pscabrum_SAf2012_Plate3","B04","1005_D"
"Pscabrum_SAf2012_Plate3","B05","EZ7"
"Pscabrum_SAf2012_Plate3","B06","E1"
"Pscabrum_SAf2012_Plate3","B07","NR4"
"Pscabrum_SAf2012_Plate3","B08","NR12"
"Pscabrum_SAf2012_Plate3","B09","N4"
"Pscabrum_SAf2012_Plate3","B10","AU16"
"Pscabrum_SAf2012_Plate3","B11","AU39"
"Pscabrum_SAf2012_Plate3","B12","AU14"
"Pscabrum_SAf2012_Plate3","C01","SPPB"
"Pscabrum_SAf2012_Plate3","C02","SW11"
"Pscabrum_SAf2012_Plate3","C03","SW13"
"Pscabrum_SAf2012_Plate3","C04","EZ1"
"Pscabrum_SAf2012_Plate3","C05","EZ8"
"Pscabrum_SAf2012_Plate3","C06","E2"
"Pscabrum_SAf2012_Plate3","C07","NR5"
"Pscabrum_SAf2012_Plate3","C08","NR13"
"Pscabrum_SAf2012_Plate3","C09","N5"
"Pscabrum_SAf2012_Plate3","C10","AU17"
"Pscabrum_SAf2012_Plate3","C11","AU8"
"Pscabrum_SAf2012_Plate3","C12","AU2"
"Pscabrum_SAf2012_Plate3","D01","SPPB"
"Pscabrum_SAf2012_Plate3","D02","SW1"
"Pscabrum_SAf2012_Plate3","D03","SW14"
"Pscabrum_SAf2012_Plate3","D04","EZ2"
"Pscabrum_SAf2012_Plate3","D05","EZ9"
"Pscabrum_SAf2012_Plate3","D06","E3"
"Pscabrum_SAf2012_Plate3","D07","NR6"
"Pscabrum_SAf2012_Plate3","D08","NR14"
"Pscabrum_SAf2012_Plate3","D09","N7"
"Pscabrum_SAf2012_Plate3","D10","AU18"
"Pscabrum_SAf2012_Plate3","D11","AU20"
"Pscabrum_SAf2012_Plate3","D12","AU5"
"Pscabrum_SAf2012_Plate3","E01","714"
"Pscabrum_SAf2012_Plate3","E02","SW5"
"Pscabrum_SAf2012_Plate3","E03","SB16"
"Pscabrum_SAf2012_Plate3","E04","EZ3"
"Pscabrum_SAf2012_Plate3","E05","EZ10"
"Pscabrum_SAf2012_Plate3","E06","E4"
"Pscabrum_SAf2012_Plate3","E07","NR7"
"Pscabrum_SAf2012_Plate3","E08","NR15"
"Pscabrum_SAf2012_Plate3","E09","N8"
"Pscabrum_SAf2012_Plate3","E10","AU19"
"Pscabrum_SAf2012_Plate3","E11","AU1"
"Pscabrum_SAf2012_Plate3","E12","AU21"
"Pscabrum_SAf2012_Plate3","F01","SWP1"
"Pscabrum_SAf2012_Plate3","F02","SB8"
"Pscabrum_SAf2012_Plate3","F03","SB9"
"Pscabrum_SAf2012_Plate3","F04","EZ4"
"Pscabrum_SAf2012_Plate3","F05","EZ17"
"Pscabrum_SAf2012_Plate3","F06","E5"
"Pscabrum_SAf2012_Plate3","F07","NR8"
"Pscabrum_SAf2012_Plate3","F08","NR16"
"Pscabrum_SAf2012_Plate3","F09","N9"
"Pscabrum_SAf2012_Plate3","F10","AU22"
"Pscabrum_SAf2012_Plate3","F11","AU10"
"Pscabrum_SAf2012_Plate3","F12","AU24_A"
"Pscabrum_SAf2012_Plate3","G01","SW3"
"Pscabrum_SAf2012_Plate3","G02","SWP2"
"Pscabrum_SAf2012_Plate3","G03","1005_A"
"Pscabrum_SAf2012_Plate3","G04","EZ5"
"Pscabrum_SAf2012_Plate3","G05","EZ18"
"Pscabrum_SAf2012_Plate3","G06","NR1"
"Pscabrum_SAf2012_Plate3","G07","NR9"
"Pscabrum_SAf2012_Plate3","G08","N1"
"Pscabrum_SAf2012_Plate3","G09","dasklip3"
"Pscabrum_SAf2012_Plate3","G10","AU23"
"Pscabrum_SAf2012_Plate3","G11","AU11"
"Pscabrum_SAf2012_Plate3","G12","AU25"
"Pscabrum_SAf2012_Plate3","H01","SW2"
"Pscabrum_SAf2012_Plate3","H02","SB6"
"Pscabrum_SAf2012_Plate3","H03","1005_B"
"Pscabrum_SAf2012_Plate3","H04","EZ11"
"Pscabrum_SAf2012_Plate3","H05","EZ19"
"Pscabrum_SAf2012_Plate3","H06","NR2"
"Pscabrum_SAf2012_Plate3","H07","NR10"
"Pscabrum_SAf2012_Plate3","H08","N2"
"Pscabrum_SAf2012_Plate3","H09","dasklip4"
"Pscabrum_SAf2012_Plate3","H10","AU28"
"Pscabrum_SAf2012_Plate3","H11","AU12"
"Pscabrum_SAf2012_Plate3","H12","AU24_B"
"Pscabrum_SAf2012_Plate4","A01","AU26"
"Pscabrum_SAf2012_Plate4","A02","AU35"
"Pscabrum_SAf2012_Plate4","A03","AU9"
"Pscabrum_SAf2012_Plate4","A04","FG8"
"Pscabrum_SAf2012_Plate4","A05","FG14"
"Pscabrum_SAf2012_Plate4","A06","FG22"
"Pscabrum_SAf2012_Plate4","A07","FG30"
"Pscabrum_SAf2012_Plate4","A08","fg3"
"Pscabrum_SAf2012_Plate4","A09","MEP1"
"Pscabrum_SAf2012_Plate4","A10","MEP4"
"Pscabrum_SAf2012_Plate4","A11","ME14"
"Pscabrum_SAf2012_Plate4","A12","ME17"
"Pscabrum_SAf2012_Plate4","B01","AU27"
"Pscabrum_SAf2012_Plate4","B02","AU36"
"Pscabrum_SAf2012_Plate4","B03","FG1"
"Pscabrum_SAf2012_Plate4","B04","FG9"
"Pscabrum_SAf2012_Plate4","B05","FG17"
"Pscabrum_SAf2012_Plate4","B06","FG23"
"Pscabrum_SAf2012_Plate4","B07","FG31"
"Pscabrum_SAf2012_Plate4","B08","fg5"
"Pscabrum_SAf2012_Plate4","B09","ME1"
"Pscabrum_SAf2012_Plate4","B10","MEP5"
"Pscabrum_SAf2012_Plate4","B11","MEP6"
"Pscabrum_SAf2012_Plate4","B12","ME18"
"Pscabrum_SAf2012_Plate4","C01","AU3"
"Pscabrum_SAf2012_Plate4","C02","AU37"
"Pscabrum_SAf2012_Plate4","C03","FG2"
"Pscabrum_SAf2012_Plate4","C04","FG11"
"Pscabrum_SAf2012_Plate4","C05","FG18"
"Pscabrum_SAf2012_Plate4","C06","FG24"
"Pscabrum_SAf2012_Plate4","C07","FG32"
"Pscabrum_SAf2012_Plate4","C08","fg6"
"Pscabrum_SAf2012_Plate4","C09","MEP2"
"Pscabrum_SAf2012_Plate4","C10","ME12"
"Pscabrum_SAf2012_Plate4","C11","ME10"
"Pscabrum_SAf2012_Plate4","C12","SPPB"
"Pscabrum_SAf2012_Plate4","D01","AU30"
"Pscabrum_SAf2012_Plate4","D02","AU38"
"Pscabrum_SAf2012_Plate4","D03","fg2"
"Pscabrum_SAf2012_Plate4","D04","FG10"
"Pscabrum_SAf2012_Plate4","D05","FG16"
"Pscabrum_SAf2012_Plate4","D06","FG25"
"Pscabrum_SAf2012_Plate4","D07","FG12"
"Pscabrum_SAf2012_Plate4","D08","fg7"
"Pscabrum_SAf2012_Plate4","D09","ME6"
"Pscabrum_SAf2012_Plate4","D10","ME11"
"Pscabrum_SAf2012_Plate4","D11","ME16"
"Pscabrum_SAf2012_Plate4","D12","SPPB"
"Pscabrum_SAf2012_Plate4","E01","AU31"
"Pscabrum_SAf2012_Plate4","E02","AU4"
"Pscabrum_SAf2012_Plate4","E03","FG3"
"Pscabrum_SAf2012_Plate4","E04","fg11"
"Pscabrum_SAf2012_Plate4","E05","FG15"
"Pscabrum_SAf2012_Plate4","E06","FG26"
"Pscabrum_SAf2012_Plate4","E07","FG5"
"Pscabrum_SAf2012_Plate4","E08","fg8"
"Pscabrum_SAf2012_Plate4","E09","ME2"
"Pscabrum_SAf2012_Plate4","E10","ME7"
"Pscabrum_SAf2012_Plate4","E11","MEP7"
"Pscabrum_SAf2012_Plate4","E12","SPPA"
"Pscabrum_SAf2012_Plate4","F01","AU32"
"Pscabrum_SAf2012_Plate4","F02","AU40"
"Pscabrum_SAf2012_Plate4","F03","fg4"
"Pscabrum_SAf2012_Plate4","F04","fg12"
"Pscabrum_SAf2012_Plate4","F05","FG19"
"Pscabrum_SAf2012_Plate4","F06","FG28"
"Pscabrum_SAf2012_Plate4","F07","FG6"
"Pscabrum_SAf2012_Plate4","F08","fg9"
"Pscabrum_SAf2012_Plate4","F09","ME3"
"Pscabrum_SAf2012_Plate4","F10","ME8"
"Pscabrum_SAf2012_Plate4","F11","ME15"
"Pscabrum_SAf2012_Plate4","F12","SPPA"
"Pscabrum_SAf2012_Plate4","G01","AU33"
"Pscabrum_SAf2012_Plate4","G02","AU6"
"Pscabrum_SAf2012_Plate4","G03","FG4"
"Pscabrum_SAf2012_Plate4","G04","FG13"
"Pscabrum_SAf2012_Plate4","G05","FG20"
"Pscabrum_SAf2012_Plate4","G06","FG29"
"Pscabrum_SAf2012_Plate4","G07","FG27"
"Pscabrum_SAf2012_Plate4","G08","fg10"
"Pscabrum_SAf2012_Plate4","G09","MEP3"
"Pscabrum_SAf2012_Plate4","G10","ME9"
"Pscabrum_SAf2012_Plate4","G11","MEP8"
"Pscabrum_SAf2012_Plate4","G12","SPPC"
"Pscabrum_SAf2012_Plate4","H01","AU34"
"Pscabrum_SAf2012_Plate4","H02","AU7"
"Pscabrum_SAf2012_Plate4","H03","FG7"
"Pscabrum_SAf2012_Plate4","H04","fg13"
"Pscabrum_SAf2012_Plate4","H05","FG21"
"Pscabrum_SAf2012_Plate4","H06","fg16"
"Pscabrum_SAf2012_Plate4","H07","fg1"
"Pscabrum_SAf2012_Plate4","H08","fg14"
"Pscabrum_SAf2012_Plate4","H09","ME5"
"Pscabrum_SAf2012_Plate4","H10","ME13"
"Pscabrum_SAf2012_Plate4","H11","ME4"
"Pscabrum_SAf2012_Plate4","H12","SPPC"
"Pscabrum_SAf2012_Plate5","A01","M1_UDP"
"Pscabrum_SAf2012_Plate5","A02","M2_UDP"
"Pscabrum_SAf2012_Plate5","A03","UD1"
"Pscabrum_SAf2012_Plate5","A04","UD4"
"Pscabrum_SAf2012_Plate5","A05","UP39"
"Pscabrum_SAf2012_Plate5","A06","UP11"
"Pscabrum_SAf2012_Plate5","A07","UP19"
"Pscabrum_SAf2012_Plate5","A08","UP27"
"Pscabrum_SAf2012_Plate5","A09","UP35"
"Pscabrum_SAf2012_Plate5","A10","UP6"
"Pscabrum_SAf2012_Plate5","A11","SPPC_1"
"Pscabrum_SAf2012_Plate5","A12","PALCH_2"
"Pscabrum_SAf2012_Plate5","B01","M10_UDP"
"Pscabrum_SAf2012_Plate5","B02","M3_UDP"
"Pscabrum_SAf2012_Plate5","B03","UD10"
"Pscabrum_SAf2012_Plate5","B04","UD5"
"Pscabrum_SAf2012_Plate5","B05","UP40"
"Pscabrum_SAf2012_Plate5","B06","UP12"
"Pscabrum_SAf2012_Plate5","B07","UP2"
"Pscabrum_SAf2012_Plate5","B08","UP28"
"Pscabrum_SAf2012_Plate5","B09","UP36"
"Pscabrum_SAf2012_Plate5","B10","UP7"
"Pscabrum_SAf2012_Plate5","B11","SPPC_2"
"Pscabrum_SAf2012_Plate5","B12","PALCH_3"
"Pscabrum_SAf2012_Plate5","C01","M11_UDP"
"Pscabrum_SAf2012_Plate5","C02","M4_UDP"
"Pscabrum_SAf2012_Plate5","C03","UP10_A"
"Pscabrum_SAf2012_Plate5","C04","UD6"
"Pscabrum_SAf2012_Plate5","C05","UP42"
"Pscabrum_SAf2012_Plate5","C06","UP13"
"Pscabrum_SAf2012_Plate5","C07","UP20"
"Pscabrum_SAf2012_Plate5","C08","UP29"
"Pscabrum_SAf2012_Plate5","C09","UP4"
"Pscabrum_SAf2012_Plate5","C10","UP8"
"Pscabrum_SAf2012_Plate5","C11","SPPD_1"
"Pscabrum_SAf2012_Plate5","C12","160_A_1"
"Pscabrum_SAf2012_Plate5","D01","M12_UDP"
"Pscabrum_SAf2012_Plate5","D02","M4A_UDP"
"Pscabrum_SAf2012_Plate5","D03","UD11"
"Pscabrum_SAf2012_Plate5","D04","UD7"
"Pscabrum_SAf2012_Plate5","D05","UP43"
"Pscabrum_SAf2012_Plate5","D06","UP14"
"Pscabrum_SAf2012_Plate5","D07","UP21"
"Pscabrum_SAf2012_Plate5","D08","UP3"
"Pscabrum_SAf2012_Plate5","D09","UP41"
"Pscabrum_SAf2012_Plate5","D10","UP9"
"Pscabrum_SAf2012_Plate5","D11","SPPD_2"
"Pscabrum_SAf2012_Plate5","D12","160_A_2"
"Pscabrum_SAf2012_Plate5","E01","M13_UDP"
"Pscabrum_SAf2012_Plate5","E02","M6_UDP"
"Pscabrum_SAf2012_Plate5","E03","UD12"
"Pscabrum_SAf2012_Plate5","E04","UD8"
"Pscabrum_SAf2012_Plate5","E05","UP45"
"Pscabrum_SAf2012_Plate5","E06","UP15"
"Pscabrum_SAf2012_Plate5","E07","UP23"
"Pscabrum_SAf2012_Plate5","E08","UP30"
"Pscabrum_SAf2012_Plate5","E09","UP44"
"Pscabrum_SAf2012_Plate5","E10","SPPA_1"
"Pscabrum_SAf2012_Plate5","E11","SPPE_1"
"Pscabrum_SAf2012_Plate5","E12","160_A_3"
"Pscabrum_SAf2012_Plate5","F01","M14_UDP"
"Pscabrum_SAf2012_Plate5","F02","M7_UDP"
"Pscabrum_SAf2012_Plate5","F03","UD13"
"Pscabrum_SAf2012_Plate5","F04","UP22"
"Pscabrum_SAf2012_Plate5","F05","UD3"
"Pscabrum_SAf2012_Plate5","F06","UP16"
"Pscabrum_SAf2012_Plate5","F07","UP24"
"Pscabrum_SAf2012_Plate5","F08","UP31"
"Pscabrum_SAf2012_Plate5","F09","UP46"
"Pscabrum_SAf2012_Plate5","F10","SPPA_2"
"Pscabrum_SAf2012_Plate5","F11","SPPE_2"
"Pscabrum_SAf2012_Plate5","F12","160_A_4"
"Pscabrum_SAf2012_Plate5","G01","M15_UDP"
"Pscabrum_SAf2012_Plate5","G02","M8_UDP"
"Pscabrum_SAf2012_Plate5","G03","UD14"
"Pscabrum_SAf2012_Plate5","G04","UP33"
"Pscabrum_SAf2012_Plate5","G05","UP1"
"Pscabrum_SAf2012_Plate5","G06","UP17"
"Pscabrum_SAf2012_Plate5","G07","UP25"
"Pscabrum_SAf2012_Plate5","G08","UP32"
"Pscabrum_SAf2012_Plate5","G09","UP47"
"Pscabrum_SAf2012_Plate5","G10","SPPB_1"
"Pscabrum_SAf2012_Plate5","G11","SPPF_1"
"Pscabrum_SAf2012_Plate5","G12","160_A_5"
"Pscabrum_SAf2012_Plate5","H01","M16_UDP"
"Pscabrum_SAf2012_Plate5","H02","M9_UDP"
"Pscabrum_SAf2012_Plate5","H03","UD2"
"Pscabrum_SAf2012_Plate5","H04","UP38"
"Pscabrum_SAf2012_Plate5","H05","UP10"
"Pscabrum_SAf2012_Plate5","H06","UP18"
"Pscabrum_SAf2012_Plate5","H07","UP26"
"Pscabrum_SAf2012_Plate5","H08","UP34"
"Pscabrum_SAf2012_Plate5","H09","UP5"
"Pscabrum_SAf2012_Plate5","H10","SPPB_2"
"Pscabrum_SAf2012_Plate5","H11","PALCH_1"
"Pscabrum_SAf2012_Plate5","H12","160_A_6"
"Pscabrum_SAf2012_Plate6","A01","1605"
"Pscabrum_SAf2012_Plate6","A02","M1"
"Pscabrum_SAf2012_Plate6","A03","M9"
"Pscabrum_SAf2012_Plate6","A04","M17"
"Pscabrum_SAf2012_Plate6","A05","M25"
"Pscabrum_SAf2012_Plate6","A06","M32_B"
"Pscabrum_SAf2012_Plate6","A07","int1"
"Pscabrum_SAf2012_Plate6","A08","MG21"
"Pscabrum_SAf2012_Plate6","A09","MG33"
"Pscabrum_SAf2012_Plate6","A10","MG51"
"Pscabrum_SAf2012_Plate6","A11","MG14"
"Pscabrum_SAf2012_Plate6","A12","MG32"
"Pscabrum_SAf2012_Plate6","B01","1606"
"Pscabrum_SAf2012_Plate6","B02","M2"
